respondent_id,question,response
324,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
324,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
324,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
324,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
325,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
325,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
325,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
325,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
326,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
326,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
326,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
328,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
328,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
329,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
329,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
329,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
330,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
330,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
331,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
332,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
332,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
332,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
332,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
333,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
335,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
335,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
336,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
336,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
337,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
337,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
342,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
342,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
342,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
344,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
344,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
344,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
345,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
345,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
345,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
345,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
346,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
348,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
348,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
348,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
348,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
349,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
349,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
350,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
350,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
351,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
351,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
351,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
351,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
352,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
353,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
358,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
358,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
358,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
361,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
361,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
361,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
361,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
361,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
362,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
362,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
365,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
365,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
366,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
366,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
366,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
370,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
370,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
370,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
370,Please tick the companies where you feel you are a customer/user of their services today.,ProfilHotels
370,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
370,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
371,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
371,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
373,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
373,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
373,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
374,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
374,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
374,Please tick the companies where you feel you are a customer/user of their services today.,ProfilHotels
374,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
374,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
377,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
377,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
381,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
382,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
382,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
382,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
382,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
384,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
385,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
385,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
385,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
386,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
389,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
389,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
389,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
389,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
389,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
393,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
394,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
394,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
394,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
394,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
395,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
397,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
398,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
398,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
398,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
399,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
399,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
400,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
401,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
404,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
405,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
410,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
410,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
410,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
410,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
410,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
411,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
411,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
411,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
414,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
414,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
414,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
415,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
415,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
415,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
415,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
419,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
419,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
419,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
423,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
423,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
423,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
424,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
424,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
424,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
424,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
424,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
426,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
427,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
429,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
431,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
431,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
431,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
431,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
433,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
433,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
433,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
434,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
434,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
434,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
434,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
438,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
438,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
439,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
439,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
439,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
440,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
440,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
443,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
443,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
446,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
446,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
448,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
448,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
449,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
449,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
450,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
451,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
451,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
451,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
452,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
452,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
452,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
455,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
455,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
456,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
456,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
456,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
457,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
457,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
458,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
459,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
460,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
460,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
460,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
461,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
461,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
461,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
462,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
463,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
466,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
466,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
467,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
467,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
467,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
468,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
468,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
468,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
468,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
473,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
473,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
475,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
475,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
475,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
475,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
476,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
476,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
476,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
476,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
476,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
477,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
477,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
479,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
480,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
480,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
482,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
482,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
482,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
483,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
483,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
484,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
484,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
484,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
484,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
487,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
487,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
487,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
487,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
487,Please tick the companies where you feel you are a customer/user of their services today.,Thon Hotels
488,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
488,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
488,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
489,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
489,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
490,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
490,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
492,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
493,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
494,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
494,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
495,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
495,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
496,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
496,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
496,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
497,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
497,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
497,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
500,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
500,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
504,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
504,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
505,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
507,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
507,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
509,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
510,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
510,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
511,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
513,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
513,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
513,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
513,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
514,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
514,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
514,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
515,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
516,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
516,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
517,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
517,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
517,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
517,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
518,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
518,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
520,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
520,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
522,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
522,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
526,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
528,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
530,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
531,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
531,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
531,Please tick the companies where you feel you are a customer/user of their services today.,Thon Hotels
532,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
532,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
532,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
535,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
535,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
535,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
535,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
536,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
537,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
537,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
539,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
539,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
540,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
540,Please tick the companies where you feel you are a customer/user of their services today.,GoodMorning Hotels
541,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
541,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
541,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
542,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
542,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
542,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
543,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
543,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
543,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
547,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
547,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
550,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
550,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
551,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
551,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
552,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
552,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
552,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
552,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
553,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
555,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
555,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
555,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
556,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
556,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
556,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
556,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
557,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
557,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
557,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
559,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
559,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
559,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
560,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
560,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
560,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
560,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
560,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
561,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
561,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
561,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
563,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
564,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
564,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
565,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
567,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
567,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
567,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
567,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
567,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
570,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
570,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
572,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
573,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
573,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
573,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
574,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
574,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
574,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
575,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
575,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
575,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
578,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
578,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
579,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
579,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
581,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
581,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
581,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
584,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
585,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
585,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
587,Please tick the companies where you feel you are a customer/user of their services today.,Elite Hotels
587,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
588,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
590,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
590,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
593,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
593,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
593,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
594,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
596,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
596,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
596,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
596,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
597,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
600,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
601,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
601,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
601,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
601,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
601,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
605,Please tick the companies where you feel you are a customer/user of their services today.,None of the above
606,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
606,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
607,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
607,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
607,Please tick the companies where you feel you are a customer/user of their services today.,Scandic Hotels
607,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
608,Please tick the companies where you feel you are a customer/user of their services today.,First Hotels
608,Please tick the companies where you feel you are a customer/user of their services today.,Quality Hotel
608,Please tick the companies where you feel you are a customer/user of their services today.,Radisson Blu
610,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Hotel
610,Please tick the companies where you feel you are a customer/user of their services today.,Comfort Hotel
610,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
612,Please tick the companies where you feel you are a customer/user of their services today.,Strawberry
616,Please tick the companies where you feel you are a customer/user of their services today.,Best Western
616,Please tick the companies where you feel you are a customer/user of their services today.,Clarion Collection
