respondent_id,interest
518,growing & gardening
522,Economy & business
522,Politics
522,Sports news
526,Books/literature
526,Films
526,Fitness & training
526,Outdoor recreation
526,Construction & carpentry
526,Health & wellness
526,Local news
526,Cookery
526,Travelling abroad
526,Series on TV or online
526,Theatre
526,dance & other performing arts
530,Series on TV or online
530,Plants
530,growing & gardening
531,Cars and lorries
531,Fitness & training
531,Outdoor recreation
531,Practising a sport
532,Books/literature
532,Outdoor recreation
532,Construction & carpentry
532,Sustainability & environment
532,Hunting or fishing
532,Cookery
532,Fashion and clothing
532,Natural sciences
532,Politics
532,Sports news
532,Foreign news & foreign policy
532,Practising a sport
535,Fitness & training
535,Health & wellness
535,Interior design
535,Fashion and clothing
535,Music and theatre
535,New technologies & digitalisation
535,Travelling abroad
535,Theatre
535,dance & other performing arts
536,Fitness & training
536,Outdoor recreation
536,Construction & carpentry
536,Health & wellness
536,Music and theatre
536,Beauty news
536,Theatre
536,dance & other performing arts
536,Plants
536,growing & gardening
537,Interior design
537,Arts & Crafts
537,Cookery
537,Fashion and clothing
537,Theatre
537,dance & other performing arts
539,Books/literature
539,Films
539,Fitness & training
539,Sustainability & environment
539,Series on TV or online
540,Economy & business
540,Fitness & training
540,Politics
540,Travelling abroad
541,Economy & business
541,Outdoor recreation
541,Hunting or fishing
542,Cars and lorries
542,Economy & business
542,Fitness & training
542,Politics
542,Travelling abroad
542,Sports news
542,Practising a sport
547,Books/literature
547,Fitness & training
547,Outdoor recreation
547,Sustainability & environment
547,Health & wellness
547,Cookery
547,Fashion and clothing
547,Politics
547,Shopping
547,Foreign news & foreign policy
547,Practising a sport
550,Cars and lorries
550,Construction & carpentry
550,Travelling abroad
550,Sports news
550,Practising a sport
551,Cars and lorries
551,Fitness & training
551,Fashion and clothing
551,Travelling abroad
551,Foreign news & foreign policy
552,Outdoor recreation
552,Sustainability & environment
552,Health & wellness
552,Music and theatre
552,Natural sciences
552,Politics
552,Travelling abroad
552,Theatre
552,dance & other performing arts
552,Foreign news & foreign policy
552,Practising a sport
553,Films
553,Interior design
553,Local news
553,Fashion and clothing
553,Music and theatre
553,Entertainment & celebrities
553,Politics
553,Travelling abroad
553,Series on TV or online
553,Theatre
553,dance & other performing arts
555,Economy & business
555,Films
555,Fitness & training
555,Outdoor recreation
555,Sustainability & environment
555,Health & wellness
555,Local news
555,Politics
555,Travelling abroad
555,Series on TV or online
555,Shopping
555,Foreign news & foreign policy
557,Cars and lorries
557,Books/literature
557,Economy & business
557,Health & wellness
557,Local news
557,Travelling abroad
557,Plants
557,growing & gardening
559,Construction & carpentry
559,Hunting or fishing
559,Practising a sport
561,Books/literature
561,Films
561,Fitness & training
561,Outdoor recreation
561,Sustainability & environment
561,Hunting or fishing
561,Cookery
561,Music and theatre
561,New technologies & digitalisation
561,Politics
561,Travelling abroad
561,Series on TV or online
561,Theatre
561,dance & other performing arts
561,Foreign news & foreign policy
563,Books/literature
563,Arts & Crafts
563,New technologies & digitalisation
563,Theatre
563,dance & other performing arts
565,Books/literature
565,Films
565,Fitness & training
565,Health & wellness
565,Cookery
565,Music and theatre
567,Economy & business
567,Films
567,Fashion and clothing
567,Music and theatre
567,Entertainment & celebrities
567,Travelling abroad
567,Theatre
567,dance & other performing arts
570,Books/literature
570,Films
570,Fitness & training
570,Outdoor recreation
570,Sustainability & environment
570,Travelling abroad
570,Series on TV or online
570,Theatre
570,dance & other performing arts
572,Books/literature
572,Economy & business
572,Films
572,Fitness & training
572,Gambling (games of chance e.g. poker
572,casino
572,trotting etc)
572,Sustainability & environment
572,Health & wellness
572,Interior design
572,Arts & Crafts
572,Local news
572,Fashion and clothing
572,Music and theatre
572,Entertainment & celebrities
572,Politics
572,Travelling abroad
572,Series on TV or online
572,Shopping
572,Beauty news
572,Theatre
572,dance & other performing arts
572,Foreign news & foreign policy
573,Films
573,Outdoor recreation
573,Health & wellness
573,Cookery
573,Travelling abroad
573,Series on TV or online
574,Films
574,Fitness & training
574,Outdoor recreation
574,Health & wellness
574,Local news
574,Music and theatre
574,Entertainment & celebrities
574,Travelling abroad
574,Shopping
578,Cars and lorries
578,Fitness & training
578,Outdoor recreation
578,Sustainability & environment
578,Health & wellness
578,Local news
578,Cookery
578,New technologies & digitalisation
578,Politics
578,Travelling abroad
578,Series on TV or online
578,Sports news
578,Foreign news & foreign policy
578,Practising a sport
579,Sustainability & environment
579,Interior design
579,Arts & Crafts
579,Fashion and clothing
579,Travelling abroad
581,Books/literature
581,Films
581,Fitness & training
581,Outdoor recreation
581,Construction & carpentry
581,Travelling abroad
581,Series on TV or online
581,Plants
581,growing & gardening
584,Books/literature
584,Films
584,Sustainability & environment
584,Cookery
584,Series on TV or online
585,Fitness & training
585,Sports news
588,Books/literature
588,Outdoor recreation
588,Health & wellness
588,Interior design
588,Arts & Crafts
588,Cookery
588,Music and theatre
588,Travelling abroad
588,Theatre
588,dance & other performing arts
588,Plants
588,growing & gardening
590,Construction & carpentry
590,Local news
590,Music and theatre
590,Natural sciences
593,Films
593,Fitness & training
593,Outdoor recreation
593,Health & wellness
593,Interior design
593,Travelling abroad
593,Sports news
594,Cars and lorries
594,Sustainability & environment
594,Arts & Crafts
594,Politics
596,Cars and lorries
596,Films
596,Fitness & training
596,Outdoor recreation
596,Gaming (e-sports
596,computer games
596,online games etc)
596,Construction & carpentry
596,Hunting or fishing
596,Local news
596,Fashion and clothing
596,Music and theatre
596,Natural sciences
596,New technologies & digitalisation
596,Politics
596,Travelling abroad
596,Series on TV or online
596,Practising a sport
597,Outdoor recreation
597,Sustainability & environment
597,Health & wellness
597,Arts & Crafts
597,Music and theatre
597,Sports news
600,Films
600,Fitness & training
600,Health & wellness
600,Travelling abroad
600,Foreign news & foreign policy
601,Films
601,Fitness & training
601,Outdoor recreation
601,Health & wellness
601,Local news
601,Music and theatre
601,Entertainment & celebrities
601,Travelling abroad
601,Series on TV or online
601,Shopping
601,Sports news
601,Practising a sport
605,Economy & business
605,Outdoor recreation
605,Health & wellness
605,Local news
605,Natural sciences
605,Politics
605,Travelling abroad
605,Foreign news & foreign policy
605,Practising a sport
606,Economy & business
606,Gaming (e-sports
606,computer games
606,online games etc)
606,Health & wellness
606,Music and theatre
606,Entertainment & celebrities
606,Travelling abroad
606,Series on TV or online
606,Theatre
606,dance & other performing arts
606,Foreign news & foreign policy
607,Cars and lorries
607,Economy & business
608,Films
608,Fitness & training
608,Outdoor recreation
608,Construction & carpentry
608,Health & wellness
608,Hunting or fishing
608,Practising a sport
610,Cars and lorries
610,Books/literature
610,Construction & carpentry
610,Sustainability & environment
610,Health & wellness
610,Natural sciences
610,New technologies & digitalisation
610,Foreign news & foreign policy
610,Practising a sport
610,Plants
610,growing & gardening
612,Outdoor recreation
612,Health & wellness
612,Cookery
612,Music and theatre
612,Entertainment & celebrities
612,Travelling abroad
612,Plants
612,growing & gardening
616,Outdoor recreation
616,Health & wellness
616,Interior design
616,Arts & Crafts
616,Cookery
616,Fashion and clothing
616,Music and theatre
616,Travelling abroad
616,Shopping
616,Theatre
616,dance & other performing arts
616,Plants
616,growing & gardening
617,Books/literature
617,Films
617,Outdoor recreation
617,Fashion and clothing
617,Music and theatre
617,Practising a sport
618,Cars and lorries
618,Interior design
618,Arts & Crafts
618,Music and theatre
618,Theatre
618,dance & other performing arts
619,Books/literature
619,Films
619,Outdoor recreation
619,Health & wellness
619,Fashion and clothing
619,Natural sciences
619,New technologies & digitalisation
619,Travelling abroad
619,Series on TV or online
619,Shopping
619,Beauty news
619,Practising a sport
620,Books/literature
620,Fitness & training
620,Sustainability & environment
620,Health & wellness
620,Arts & Crafts
620,Cookery
620,Music and theatre
620,Natural sciences
620,Travelling abroad
620,Theatre
620,dance & other performing arts
620,Practising a sport
620,Plants
620,growing & gardening
621,Fitness & training
621,Health & wellness
621,Politics
621,Sports news
621,Foreign news & foreign policy
621,Plants
621,growing & gardening
622,Books/literature
622,Economy & business
622,Outdoor recreation
622,Health & wellness
622,Cookery
622,Travelling abroad
622,Plants
622,growing & gardening
623,Books/literature
623,Films
623,Sustainability & environment
623,Health & wellness
623,Local news
623,Music and theatre
623,Entertainment & celebrities
623,Travelling abroad
623,Series on TV or online
623,Sports news
623,Theatre
623,dance & other performing arts
624,Economy & business
624,Outdoor recreation
624,Sustainability & environment
624,Health & wellness
624,Arts & Crafts
624,Cookery
624,New technologies & digitalisation
624,Travelling abroad
624,Shopping
624,Sports news
624,Theatre
624,dance & other performing arts
625,Books/literature
625,Economy & business
625,Fitness & training
625,Outdoor recreation
625,Health & wellness
625,Interior design
625,Arts & Crafts
625,Music and theatre
625,New technologies & digitalisation
625,Entertainment & celebrities
625,Travelling abroad
625,Shopping
625,Beauty news
625,Plants
625,growing & gardening
626,Films
626,Outdoor recreation
626,Construction & carpentry
626,Sustainability & environment
626,Health & wellness
626,Interior design
626,Hunting or fishing
626,Arts & Crafts
626,Cookery
626,Music and theatre
626,Natural sciences
626,New technologies & digitalisation
626,Theatre
626,dance & other performing arts
626,Practising a sport
626,Plants
626,growing & gardening
627,Cars and lorries
627,Books/literature
627,Economy & business
627,Fitness & training
627,Cookery
627,Foreign news & foreign policy
629,Cars and lorries
629,Books/literature
629,Economy & business
629,Films
629,Fitness & training
629,Construction & carpentry
629,Health & wellness
629,New technologies & digitalisation
629,Politics
629,Foreign news & foreign policy
630,Cars and lorries
630,Books/literature
630,Economy & business
630,Films
630,Fitness & training
630,Outdoor recreation
630,Construction & carpentry
630,Sustainability & environment
630,Health & wellness
630,Arts & Crafts
630,Local news
630,Cookery
630,Music and theatre
630,Natural sciences
630,New technologies & digitalisation
630,Series on TV or online
630,Sports news
630,Foreign news & foreign policy
630,Practising a sport
630,Plants
630,growing & gardening
631,Cars and lorries
631,Outdoor recreation
631,Hunting or fishing
631,Music and theatre
632,Economy & business
632,Health & wellness
632,Interior design
632,Local news
632,Cookery
632,Fashion and clothing
632,Music and theatre
632,New technologies & digitalisation
632,Politics
632,Travelling abroad
632,Shopping
632,Theatre
632,dance & other performing arts
632,Foreign news & foreign policy
633,Construction & carpentry
633,Cookery
633,Music and theatre
633,Natural sciences
634,Cars and lorries
634,Books/literature
634,Films
634,Fitness & training
634,Outdoor recreation
634,Health & wellness
634,Hunting or fishing
634,Local news
634,Cookery
634,Natural sciences
634,Sports news
634,Practising a sport
636,Books/literature
636,Outdoor recreation
636,Interior design
636,Local news
636,Series on TV or online
638,Cars and lorries
638,Books/literature
638,Films
638,Outdoor recreation
638,Health & wellness
638,Interior design
638,Hunting or fishing
638,Arts & Crafts
638,Local news
638,Cookery
638,Fashion and clothing
638,Music and theatre
638,Natural sciences
638,Entertainment & celebrities
638,Travelling abroad
638,Series on TV or online
638,Shopping
638,Theatre
638,dance & other performing arts
638,Plants
638,growing & gardening
641,Health & wellness
641,Local news
641,Cookery
641,Music and theatre
641,Travelling abroad
641,Series on TV or online
641,Theatre
641,dance & other performing arts
642,Economy & business
642,Health & wellness
642,Interior design
643,Films
643,Outdoor recreation
643,Interior design
643,Hunting or fishing
643,Arts & Crafts
643,Local news
643,Cookery
643,Fashion and clothing
643,Music and theatre
643,Travelling abroad
643,Series on TV or online
647,Plants
647,growing & gardening
648,Books/literature
648,Economy & business
648,Films
648,Gaming (e-sports
648,computer games
648,online games etc)
648,Sustainability & environment
648,Arts & Crafts
648,Local news
648,Cookery
648,Fashion and clothing
648,Music and theatre
648,New technologies & digitalisation
648,Entertainment & celebrities
648,Series on TV or online
648,Theatre
648,dance & other performing arts
650,Economy & business
650,Fitness & training
650,Sustainability & environment
650,Health & wellness
650,Local news
650,Natural sciences
650,New technologies & digitalisation
650,Politics
650,Travelling abroad
650,Sports news
650,Foreign news & foreign policy
650,Practising a sport
